time,x,y
5.64,10.92890977,0.172017109
5.66,10.96733018,0.172332678
5.68,11.00567171,0.172687693
5.7,11.04322431,0.172937518
5.72,11.08345924,0.173180769
5.74,11.12322082,0.173476615
5.76,11.16243016,0.173949968
5.78,11.20053501,0.174443044
5.8,11.24084883,0.174771761
5.82,11.2777703,0.175205669
5.84,11.31626961,0.17549494
5.86,11.35508449,0.175633001
5.88,11.3945305,0.175882827
5.9,11.43153086,0.17620497
5.92,11.47192358,0.176382477
5.94,11.51089624,0.176744066
5.96,11.5478966,0.177085933
5.98,11.5854492,0.177296312
6,11.62426408,0.177651327
6.02,11.66284228,0.177966896
6.04,11.70071045,0.178243018
6.06,11.74173431,0.178630905
6.08,11.78157478,0.178939899
6.1,11.82149415,0.179281766
6.12,11.85975678,0.17963678
6.14,11.89707271,0.180064113
6.16,11.93225855,0.180379682
6.18,11.96862778,0.180695251
6.2,12.00625927,0.180846461
6.22,12.04483748,0.181201476
6.24,12.08333679,0.181431578
6.26,12.12301948,0.181655106
6.28,12.16199214,0.181990398
6.3,12.19875582,0.182345413
6.32,12.23449391,0.182542643
6.34,12.27299322,0.182601812
6.36,12.31030915,0.182845063
6.38,12.34786176,0.182937104
6.4,12.38588772,0.183009422
6.42,12.4285683,0.183154058
6.44,12.46280745,0.183587965
6.46,12.5008334,0.18358139
6.48,12.53767598,0.183752324
6.5,12.57578083,0.184061318
6.52,12.61546352,0.184251974
6.54,12.65546178,0.184304569
6.56,12.69411888,0.184501799
6.58,12.73482717,0.184653009
6.6,12.77561435,0.184633286
6.62,12.81427144,0.184856814
6.64,12.8513507,0.185073768
6.66,12.89071782,0.185402485
6.68,12.93111054,0.185691757
6.7,12.97079323,0.186000751
6.72,13.01150152,0.186191407
6.74,13.05276205,0.18636234
6.76,13.09402259,0.186592443
6.78,13.13299525,0.186796248
6.8,13.17165235,0.187065796
6.82,13.20928384,0.187282749
6.84,13.24841429,0.187539149
6.86,13.28864923,0.1877824
6.88,13.32888417,0.18797963
6.9,13.369198,0.188203158
6.92,13.41045853,0.188472707
6.94,13.45156128,0.188676512
6.96,13.48974502,0.188880316
6.98,13.52903326,0.189176162
7,13.5681637,0.189412839
7.02,13.60697859,0.189649515
7.04,13.64484676,0.189767854
7.06,13.68303051,0.189965084
7.08,13.72129314,0.190149166
7.1,13.76081805,0.19030695
7.12,13.80065853,0.190438437
7.14,13.83994676,0.190550201
7.16,13.8860986,0.190898642
7.18,13.92152113,0.191030129
7.2,13.96073047,0.191082724
7.22,13.99954535,0.191135318
7.24,14.03875469,0.191358846
7.26,14.08025191,0.191286528
7.28,14.11677892,0.191418015
7.3,14.15519934,0.19172701
7.32,14.19267306,0.191917666
7.34,14.22920007,0.192174066
7.36,14.26462259,0.192266107
7.38,14.29696833,0.192410742
7.4,14.32955074,0.192581675
7.42,14.35984528,0.192575101
7.44,14.38848309,0.192647419
7.46,14.4191721,0.192686865
7.48,14.44347084,0.19273946
7.5,14.46879519,0.192746034
7.52,14.49419842,0.192798629
7.54,14.51968055,0.192765757
7.56,14.5439793,0.193120772
7.58,14.56685799,0.193107623
7.6,14.58886887,0.193114198
7.62,14.61080086,0.193252259
7.64,14.6302083,0.193377172
7.66,14.64764344,0.193285131
7.68,14.66657753,0.193364023
7.7,14.6836971,0.193304854
7.72,14.69979108,0.193311428
7.74,14.71659508,0.193225962
7.76,14.73466136,0.193206239
7.78,14.74838857,0.193140495
7.8,14.76471922,0.193147069
7.82,14.7797876,0.193160218
7.84,14.79288368,0.19319309
7.86,14.80574308,0.193225962
7.88,14.81505234,0.193265408
7.9,14.8253872,0.193318003
7.92,14.83524871,0.193357449
7.94,14.84613581,0.1933443
7.96,14.85647067,0.193232536
7.98,14.8690145,0.193383746
8,14.87856044,0.193442915
8.02,14.88992089,0.19339032
8.04,14.89820455,0.193469213
8.06,14.90656711,0.193666443
8.08,14.91508745,0.193567828
8.1,14.92218773,0.193403469
8.12,14.92786796,0.19344949
8.14,14.93504714,0.193456064
8.16,14.94214742,0.193278556
8.18,14.9492477,0.193173367
8.2,14.95587464,0.193265408
8.22,14.96242267,0.193252259
8.24,14.96762955,0.19323911
8.26,14.97283642,0.193278556
8.28,14.97946336,0.193318003
8.3,14.98467023,0.193383746
8.32,14.98916708,0.193383746
8.34,14.99697739,0.193304854
8.36,15.00242094,0.193311428
8.38,15.00462992,0.193318003
8.4,15.0097579,0.193160218
8.42,15.01251912,0.193101049
8.44,15.01378139,0.192969562
8.46,15.01480699,0.192732885
8.48,15.01875159,0.192384445
8.5,15.01812046,0.192233235
8.52,15.01859381,0.191805902
8.54,15.01812046,0.191569226
8.56,15.01559591,0.191306252
8.58,15.01062571,0.19127338
8.6,15.00604997,0.191076149
8.62,15.00249983,0.191023554
8.64,14.99524176,0.190984108
8.66,14.99145495,0.190984108
8.68,14.9849858,0.190931514
8.7,14.98183012,0.190892067
8.72,14.97441426,0.190747432
8.74,14.9720475,0.190721134
8.76,14.96818179,0.190615945
8.78,14.96573614,0.190491032
8.8,14.96108151,0.190333248
8.82,14.96084483,0.190293802
8.84,14.95342898,0.190188612
8.86,14.94782765,0.190096571
8.88,14.94427751,0.190070274
8.9,14.93843949,0.190089997
8.92,14.92913023,0.189945361
8.94,14.92502785,0.189892766
8.96,14.91974208,0.189767854
8.98,14.91279958,0.189577198
9,14.90585708,0.189557474
9.02,14.8997824,0.189721833
9.04,14.89441774,0.189820448
9.06,14.88313617,0.189846746
9.08,14.87540475,0.189728408
9.1,14.86814669,0.189570623
9.12,14.86222978,0.189209034
9.14,14.85402501,0.189005229
9.16,14.84842368,0.188801424
9.18,14.84077115,0.188755404
9.2,14.83445979,0.188696235
9.22,14.82578166,0.188729106
9.24,14.817498,0.188577896
9.26,14.8085832,0.188545025
9.28,14.79880058,0.188617342
9.3,14.78822905,0.188433261
9.32,14.77726306,0.188380666
9.34,14.76424587,0.188157138
9.36,14.75067644,0.187940184
9.38,14.73884263,0.187723231
9.4,14.72582545,0.187532575
9.42,14.71170377,0.187236729
9.44,14.70097446,0.187348493
9.46,14.68708946,0.187269601
9.48,14.67659682,0.187052647
9.5,14.66413187,0.186967181
9.52,14.65048355,0.18676995
9.54,14.63446847,0.186592443
9.56,14.6193212,0.186355766
9.58,14.60212273,0.186138813
9.6,14.58405646,0.185974454
9.62,14.56796248,0.185915285
9.64,14.54958063,0.185619439
9.66,14.53104101,0.18545508
9.68,14.50966126,0.185363039
9.7,14.48922823,0.185218404
9.72,14.46832184,0.185100065
9.74,14.45033445,0.184823943
9.76,14.4300592,0.184771348
9.78,14.41080954,0.184620138
9.8,14.38832531,0.184324292
9.82,14.36426324,0.184035021
9.84,14.3418579,0.183772047
9.86,14.31732248,0.183417032
9.88,14.29168256,0.183048868
9.9,14.26801495,0.182805617
9.92,14.24087609,0.182568941
9.94,14.21334277,0.182437454
9.96,14.17981365,0.182161331
9.98,14.15330593,0.181924654
10,14.12151244,0.181536768
10.02,14.09161236,0.181050266
10.04,14.05816213,0.180616359
10.06,14.02494859,0.180235046
10.08,13.98755376,0.179827437
10.1,13.94637212,0.179623632
10.12,13.90676832,0.179492145
10.14,13.87221361,0.179255468
10.16,13.83205756,0.17883471
10.18,13.7881147,0.178459972
10.2,13.74598635,0.178131254
10.22,13.70780261,0.177611881
10.24,13.66764656,0.17721742
10.26,13.63072509,0.176842682
10.28,13.59206799,0.176441646
10.3,13.5553832,0.175974868
10.32,13.51751502,0.175633001
10.34,13.47885792,0.175093905
10.36,13.43838631,0.174699444
10.38,13.39838805,0.17428526
10.4,13.35523411,0.173811906
10.42,13.3137369,0.173345128
10.44,13.27129298,0.173082154
10.46,13.23539711,0.172556206
10.48,13.19460993,0.172017109
10.5,13.15910851,0.171576627
10.52,13.11903136,0.171083551
10.54,13.08534446,0.170472137
10.56,13.0443995,0.170242034
10.58,12.99887879,0.16997906
10.6,12.95848607,0.169545153
10.62,12.91919784,0.169236159
10.64,12.87856845,0.168743082
10.66,12.83999024,0.168250006
10.68,12.80322656,0.167671463
10.7,12.7582581,0.167106069
10.72,12.71983768,0.166691885
10.74,12.68047056,0.166422337
10.76,12.64157679,0.166047599
10.78,12.60757432,0.165679435
10.8,12.56513041,0.165350718
10.82,12.52568439,0.164936534
10.84,12.4870273,0.164430309
10.86,12.45192035,0.164048997
10.88,12.41365771,0.163582218
10.9,12.37586843,0.163043121
10.92,12.33374009,0.162490876
10.94,12.2950041,0.161978076
10.96,12.25745149,0.161701954
10.98,12.22431684,0.16143898
11,12.18842097,0.161149708
11.02,12.14976387,0.160768396
11.04,12.10724107,0.160327914
11.06,12.06968847,0.159861136
11.08,12.03410816,0.159374634
11.1,11.99063865,0.15896045
11.12,11.95868738,0.158487096
11.14,11.91963583,0.157921702
11.16,11.88460777,0.157428626
11.18,11.84587178,0.156961847
11.2,11.80721469,0.156245243
11.22,11.76390297,0.155785038
11.24,11.72745485,0.155416875
11.26,11.68919222,0.155055286
11.28,11.64990399,0.154687122
11.3,11.61187803,0.154325533
11.32,11.5736154,0.153865328
11.34,11.53235487,0.153385401
11.36,11.49472337,0.152563607
11.38,11.45701298,0.151965341
11.4,11.41851368,0.151478839
11.42,11.38443232,0.150946317
11.44,11.34451296,0.150433517
11.46,11.30222683,0.150045631
11.48,11.26751434,0.14965117
11.5,11.2293306,0.149112073
11.52,11.18949013,0.148711038
11.54,11.15130639,0.148290279
11.56,11.1076791,0.147856372
11.58,11.07375553,0.147481634
11.6,11.03533511,0.147054301
11.62,10.99644134,0.146449461
11.64,10.95833649,0.145870918
11.66,10.91683929,0.145220058
11.68,10.87873444,0.144516602
11.7,10.84007735,0.144043249
11.72,10.80323478,0.143714531
11.74,10.76607663,0.143267476
11.76,10.727814,0.142873015
11.78,10.69389043,0.142333918
11.8,10.6546811,0.141840842
11.82,10.61618179,0.141058494
11.84,10.57720913,0.140440505
11.86,10.53831536,0.139914557
11.88,10.49673927,0.139460927
11.9,10.45658323,0.138908681
11.92,10.41303483,0.138560241
11.94,10.37737564,0.138152631
11.96,10.33879744,0.137574088
11.98,10.30179708,0.137113884
12,10.26629567,0.136502469
12.02,10.22771747,0.135969947
12.04,10.18937595,0.13538483
12.06,10.15048218,0.134983794
12.08,10.11008947,0.134536738
12.1,10.06938119,0.134096257
12.12,10.03159191,0.133465119
12.14,9.990015813,0.132932597
12.16,9.955461108,0.132163398
12.18,9.918539642,0.131690045
12.2,9.880513688,0.131170671
12.22,9.841462138,0.130651297
12.24,9.801779452,0.13017137
12.26,9.762175658,0.129822929
12.28,9.722571865,0.129211515
12.3,9.682021366,0.128777607
12.32,9.642102005,0.1283437
12.34,9.601709291,0.127725711
12.36,9.55871314,0.127114297
12.38,9.524552896,0.1265752
12.4,9.486605835,0.125917765
12.42,9.44850099,0.125398391
12.44,9.409686117,0.124964484
12.46,9.366768859,0.12439909
12.48,9.330715206,0.123859993
12.5,9.290795845,0.123432661
12.52,9.252533216,0.122860692
12.54,9.216163996,0.122308447
12.56,9.179794776,0.121631289
12.58,9.1439778,0.121046171
12.6,9.10760858,0.120388736
12.62,9.067531435,0.119724727
12.64,9.026507586,0.119225076
12.66,8.984142573,0.118607087
12.68,8.942487588,0.118166606
12.7,8.900990387,0.117522319
12.72,8.862491083,0.116897756
12.74,8.824070671,0.116260044
12.76,8.784072418,0.115898455
12.78,8.743995274,0.115339635
12.8,8.700762449,0.114774241
12.82,8.664708798,0.114392929
12.84,8.623448273,0.113748642
12.86,8.585658998,0.113084633
12.88,8.546765234,0.112538962
12.9,8.50708255,0.111835506
12.92,8.465900918,0.111316133
12.94,8.42645491,0.110816482
12.96,8.383143194,0.110093303
12.98,8.347562895,0.109521335
13,8.309458052,0.109094002
13.02,8.268591988,0.108436567
13.04,8.234668422,0.107982937
13.06,8.196721363,0.107555604
13.08,8.158932088,0.106983636
13.1,8.119012729,0.10638537
13.12,8.080986778,0.105846273
13.14,8.040909635,0.105234858
13.16,7.994047779,0.104676038
13.18,7.955627368,0.104248706
13.2,7.913341249,0.103722758
13.22,7.871607374,0.103111343
13.24,7.830583527,0.102355293
13.26,7.791847548,0.101612391
13.28,7.753821598,0.100922084
13.3,7.715953431,0.100146311
13.32,7.674614017,0.099567768
13.34,7.63477355,0.098949779
13.36,7.594696408,0.098443554
13.38,7.553909237,0.097845288
13.4,7.513989879,0.097266745
13.42,7.475096117,0.096707925
13.44,7.435650111,0.09615568
13.46,7.392259504,0.095366758
13.48,7.357704803,0.094873682
13.5,7.318968825,0.094216247
13.52,7.277866087,0.093578535
13.54,7.239287894,0.092999992
13.56,7.200394132,0.092342557
13.58,7.160553666,0.091711419
13.6,7.121817689,0.091073707
13.62,7.084422876,0.090376826
13.64,7.046239142,0.089745688
13.66,7.007503165,0.089121125
13.68,6.970502812,0.088397946
13.7,6.933107999,0.087727362
13.72,6.897212134,0.08704363
13.74,6.859501753,0.086458513
13.76,6.818477908,0.085715611
13.78,6.78479102,0.085104196
13.8,6.746055043,0.084492782
13.82,6.708029094,0.083861644
13.84,6.669687577,0.083177912
13.86,6.63213498,0.082467882
13.88,6.594187924,0.081895913
13.9,6.552769619,0.081356816
13.92,6.519319407,0.080686233
13.94,6.481687918,0.079903885
13.96,6.443898646,0.079351639
13.98,6.404610426,0.078615312
14,6.366347801,0.078049918
14.02,6.326744013,0.077589713
14.04,6.287376901,0.077155806
14.06,6.243670728,0.076596986
14.08,6.209904948,0.076117059
14.1,6.171326756,0.075209798
14.12,6.132906348,0.074473471
14.14,6.093854804,0.07377659
14.16,6.054093232,0.07321777
14.18,6.016146176,0.072494591
14.2,5.978514689,0.071856879
14.22,5.941356553,0.071206019
14.24,5.904356201,0.070430245
14.26,5.868223662,0.069713641
14.28,5.831381095,0.069036483
14.3,5.791856199,0.068484237
14.32,5.757222608,0.067991161
14.34,5.718171064,0.067563828
14.36,5.684799745,0.066972137
14.38,5.647483826,0.066334425
14.4,5.609536771,0.06561782
14.42,5.573246448,0.06486177
14.44,5.535693853,0.064224058
14.46,5.494591117,0.063316798
14.48,5.460351987,0.062803998
14.5,5.42232604,0.062245178
14.52,5.384536769,0.061679784
14.54,5.347851986,0.060936882
14.56,5.306118115,0.060456955
14.58,5.270853388,0.060009899
14.6,5.232985226,0.059332741
14.62,5.195669307,0.058642434
14.64,5.155513276,0.057768045
14.66,5.118434034,0.057005421
14.68,5.084431579,0.056413729
14.7,5.047194553,0.055729996
14.72,5.010983123,0.055151454
14.74,4.974456124,0.054638654
14.76,4.938165802,0.05392205
14.78,4.896905284,0.05310683
14.8,4.864401778,0.052666349
14.82,4.82748032,0.051962893
14.84,4.793793434,0.051377776
14.86,4.757187544,0.050641449
14.88,4.72200171,0.049924844
14.9,4.686026956,0.049089902
14.92,4.649342174,0.048504785
14.94,4.612262932,0.047919667
14.96,4.57478923,0.047518632
14.98,4.537078853,0.047065002
15,4.496765039,0.046374695
15.02,4.462368125,0.04576328
15.04,4.421265391,0.044961209
15.06,4.383870582,0.044218308
15.08,4.346160204,0.043363642
15.1,4.307029771,0.042739079
15.12,4.270108313,0.042075069
15.14,4.235553616,0.041489952
15.16,4.199026619,0.040806219
15.18,4.162736297,0.040286846
15.2,4.122895836,0.039563667
15.22,4.089997871,0.038945678
15.24,4.05370755,0.038176479
15.26,4.018048365,0.03760451
15.28,3.980259095,0.036795865
15.3,3.94262761,0.036112133
15.32,3.906100613,0.035480995
15.34,3.868232452,0.034843283
15.36,3.828865343,0.034166125
15.38,3.790366047,0.033607305
15.4,3.75186675,0.033087931
15.42,3.714471941,0.032443645
15.44,3.676524888,0.031707317
15.46,3.641575732,0.030911821
15.48,3.609703363,0.030339852
15.5,3.57412307,0.029642971
15.52,3.537122722,0.028900069
15.54,3.496730017,0.02843329
15.56,3.456258421,0.027729835
15.58,3.4160235,0.027019805
15.6,3.375157444,0.026244031
15.62,3.333265792,0.025731232
15.64,3.292794195,0.024935735
15.66,3.250665867,0.024298023
15.68,3.216268955,0.023693183
15.7,3.178006335,0.023127789
15.72,3.140611527,0.022391461
15.74,3.102980043,0.021891811
15.76,3.064875207,0.021234376
15.78,3.027085939,0.020609812
15.8,2.989848915,0.019939228
15.82,2.953953055,0.019288368
15.84,2.916479355,0.018525743
15.86,2.878847871,0.018045815
15.88,2.841216387,0.017480421
15.9,2.804689392,0.016921601
15.92,2.766979016,0.016251017
15.94,2.729031964,0.015422649
15.96,2.693293889,0.014646875
15.98,2.655583513,0.013982866
16,2.618977626,0.013292559
16.02,2.581109466,0.012687719
16.04,2.543162415,0.012345852
16.06,2.501034088,0.011747586
16.08,2.46324482,0.011017833
16.1,2.419144193,0.010301229
16.12,2.38387947,0.009722686
16.14,2.345380175,0.008992933
16.16,2.308853179,0.008420965
16.18,2.26940718,0.007881868
16.2,2.230828993,0.007211284
16.22,2.192093022,0.00664589
16.24,2.153672619,0.006119942
16.26,2.111307617,0.005469081
16.28,2.076516246,0.004916835
16.3,2.037622491,0.004068744
16.32,1.994784136,0.00324695
16.34,1.959046061,0.002701279
16.36,1.918180007,0.002089864
16.38,1.877787304,0.001498172
16.4,1.837079034,0.001195752
16.42,1.795976303,0.000880183
16.44,1.756609197,0.000249046
16.46,1.714401978,-0.000362369
16.48,1.678269444,-0.000967209
16.5,1.639770149,-0.001486583
16.52,1.599693015,-0.002196613
16.54,1.554724577,-0.002722561
16.56,1.519144287,-0.003307679
16.58,1.480250532,-0.003932242
16.6,1.439700046,-0.004622549
16.62,1.401831888,-0.005293133
16.64,1.364042622,-0.005957142
16.66,1.324912192,-0.006673747
16.68,1.281127134,-0.0074035
16.7,1.245546844,-0.007988617
16.72,1.205785278,-0.008665775
16.74,1.166891524,-0.009310062
16.76,1.125552119,-0.009829435
16.78,1.085711661,-0.010302789
16.8,1.046660123,-0.010986521
16.82,1.00618853,-0.0114533
16.84,0.963586852,-0.012156756
16.86,0.923509719,-0.012814191
16.88,0.882328097,-0.013570242
16.9,0.841462044,-0.014109338
16.92,0.802331614,-0.014720753
16.94,0.763753429,-0.015233552
16.96,0.727384219,-0.015798947
16.98,0.684782542,-0.016357767
17,0.648807793,-0.016837694
17.02,0.608572875,-0.017547724
17.04,0.567391254,-0.018218308
17.06,0.526367417,-0.018823149
17.08,0.485028012,-0.019585773
17.1,0.445345339,-0.020414142
17.12,0.403532582,-0.021038705
17.14,0.363849909,-0.021617248
17.16,0.322431612,-0.022327278
17.18,0.283380075,-0.022859801
17.2,0.242987375,-0.023530384
17.22,0.205040326,-0.024095779
17.24,0.166777709,-0.024930721
17.26,0.128988444,-0.025621028
17.28,0.092303667,-0.02631791
17.3,0.055934458,-0.026843858
17.32,0.019249681,-0.027626206
17.34,-0.0183818,-0.028165302
17.36,-0.059247852,-0.028783291
17.38,-0.100113905,-0.029342111
17.4,-0.140269929,-0.030058716
17.42,-0.185948393,-0.030532069
17.44,-0.222554278,-0.031156633
17.46,-0.263104762,-0.032050744
17.48,-0.297659455,-0.032629287
17.5,-0.336868775,-0.033168384
17.52,-0.376078096,-0.033937583
17.54,-0.41505074,-0.034378065
17.56,-0.455285656,-0.034831695
17.58,-0.497098412,-0.035541725
17.6,-0.54175128,-0.036232032
17.62,-0.578436056,-0.036836873
17.64,-0.617250916,-0.037500882
17.66,-0.658669212,-0.038289804
17.68,-0.691724957,-0.038835476
17.7,-0.729277545,-0.03940087
17.72,-0.767776837,-0.040051731
17.74,-0.806433913,-0.040834079
17.76,-0.844933205,-0.041471791
17.78,-0.882959145,-0.042070057
17.8,-0.920038381,-0.042839256
17.82,-0.957196509,-0.043470394
17.84,-0.993960177,-0.044081808
17.86,-1.031354981,-0.044699797
17.88,-1.068118648,-0.045317787
17.9,-1.10543456,-0.045830586
17.92,-1.141567092,-0.046389406
17.94,-1.182433144,-0.046961375
17.96,-1.215488888,-0.047599087
17.98,-1.256986075,-0.048315691
18,-1.291067415,-0.048959978
18.02,-1.326174351,-0.049630561
18.04,-1.362385775,-0.050294571
18.06,-1.399465011,-0.05086654
18.08,-1.440488846,-0.05162259
18.1,-1.473781266,-0.052161687
18.12,-1.513069477,-0.052851994
18.14,-1.557801236,-0.05355545
18.16,-1.593065955,-0.054068249
18.18,-1.630224083,-0.054686238
18.2,-1.671484594,-0.055343673
18.22,-1.705171474,-0.055764432
18.24,-1.745643064,-0.056296954
18.26,-1.7787777,-0.056928092
18.28,-1.816488072,-0.057592102
18.3,-1.857196338,-0.058196942
18.32,-1.89175103,-0.058860952
18.34,-1.932932649,-0.059617002
18.36,-1.966146176,-0.060070633
18.38,-2.004014331,-0.060609729
18.4,-2.042750298,-0.061267165
18.42,-2.079435073,-0.061865431
18.44,-2.117145444,-0.062568886
18.46,-2.155565843,-0.063272342
18.48,-2.192487294,-0.063844311
18.5,-2.234536725,-0.064541192
18.52,-2.273036015,-0.065185479
18.54,-2.310825278,-0.06562596
18.56,-2.344985509,-0.06618478
18.58,-2.384983748,-0.066934256
18.6,-2.424429742,-0.067664009
18.62,-2.457406594,-0.068242552
18.64,-2.494959181,-0.068906562
18.66,-2.533458471,-0.069485105
18.68,-2.571247734,-0.069951884
18.7,-2.609510348,-0.070556724
18.72,-2.647772963,-0.070859145
18.74,-2.688954581,-0.071371944
18.76,-2.722404784,-0.071904467
18.78,-2.759010667,-0.072555327
18.8,-2.801533448,-0.073258783
18.82,-2.836640383,-0.073942516
18.84,-2.875928593,-0.074606525
18.86,-2.91505902,-0.075263961
18.88,-2.95553061,-0.075835929
18.9,-2.993872116,-0.076506513
18.92,-3.032213622,-0.077163948
18.94,-3.069687316,-0.077827958
18.96,-3.112604558,-0.078511691
18.98,-3.145344733,-0.079234869
19,-3.186052999,-0.079747669
19.02,-3.225104533,-0.08024732
19.04,-3.26549723,-0.080779842
19.06,-3.305416576,-0.081272919
19.08,-3.346282626,-0.0817134
19.1,-3.38257294,-0.082278794
19.12,-3.419336606,-0.082903358
19.14,-3.456100272,-0.083659408
19.16,-3.496019618,-0.084448331
19.18,-3.527655305,-0.085072894
19.2,-3.564340079,-0.085723755
19.22,-3.601971557,-0.086249703
19.24,-3.64260093,-0.086834821
19.26,-3.673605481,-0.087249005
19.28,-3.711000283,-0.087696061
19.3,-3.749578465,-0.088294327
19.32,-3.787131051,-0.088892593
19.34,-3.824604745,-0.089484285
19.36,-3.864287414,-0.090049679
19.38,-3.903181163,-0.090555904
19.4,-3.944757241,-0.091187042
19.42,-3.979627499,-0.0916078
19.44,-4.022781415,-0.091870775
19.46,-4.062858545,-0.092455892
19.48,-4.098438831,-0.093027861
19.5,-4.145063995,-0.093678721
19.52,-4.182932148,-0.094184947
19.54,-4.230109556,-0.094934423
19.56,-4.269318873,-0.095420925
19.58,-4.309080434,-0.096038914
19.6,-4.345607424,-0.09663718
19.62,-4.386867933,-0.09730119
19.64,-4.420397027,-0.097879733
19.66,-4.458580748,-0.098609486
19.68,-4.497237822,-0.099043393
19.7,-4.541890686,-0.099595639
19.72,-4.578102107,-0.100082141
19.74,-4.621650483,-0.100739576
19.76,-4.661096476,-0.101127463
19.78,-4.696361194,-0.101600816
19.8,-4.736517215,-0.102054447
19.82,-4.775568748,-0.102494928
19.84,-4.814225821,-0.10308662
19.86,-4.854066274,-0.103698035
19.88,-4.893038914,-0.104309449
19.9,-4.931064851,-0.104835398
19.92,-4.973745416,-0.105354772
19.94,-5.010903541,-0.10592674
19.96,-5.044748203,-0.106314627
19.98,-5.082300788,-0.106728811
20,-5.118748885,-0.107432267
20.02,-5.155039198,-0.1078596
20.04,-5.19606303,-0.108319805
20.06,-5.233773399,-0.10882603
20.08,-5.269117009,-0.109509762
20.1,-5.307931865,-0.109864777
20.12,-5.351638025,-0.110469618
20.14,-5.387770554,-0.110975843
20.16,-5.43053001,-0.111547812
20.18,-5.465400268,-0.111830509
20.2,-5.503741772,-0.112297288
20.22,-5.544134468,-0.113138805
20.24,-5.577742454,-0.113467523
20.26,-5.614821687,-0.113993471
20.28,-5.659316766,-0.114650906
20.3,-5.695607079,-0.115203152
20.32,-5.737972075,-0.11557789
20.34,-5.783413858,-0.116215602
20.36,-5.822149823,-0.116721827
20.38,-5.862148059,-0.117201755
20.4,-5.903408567,-0.117675108
20.42,-5.942538991,-0.118253651
20.44,-5.983168363,-0.118773025
20.46,-6.026085602,-0.119167486
20.48,-6.060403616,-0.119443609
20.5,-6.103399747,-0.119923537
20.52,-6.138191112,-0.120331147
20.54,-6.177321536,-0.120692736
20.56,-6.217319772,-0.121435638
20.58,-6.258028036,-0.122093073
20.6,-6.298815192,-0.12243494
20.62,-6.341022403,-0.122763657
20.64,-6.382519587,-0.123197565
20.66,-6.420939983,-0.123348775
20.68,-6.458492567,-0.123723513
20.7,-6.496202936,-0.124242887
20.72,-6.53651674,-0.124966065
20.74,-6.568546885,-0.125281634
20.76,-6.606099469,-0.125919347
20.78,-6.648464465,-0.126412423
20.8,-6.681441314,-0.126938371
20.82,-6.718993898,-0.127392002
20.84,-6.75725651,-0.127891652
20.86,-6.797254746,-0.128312411
20.88,-6.837016306,-0.128667426
20.9,-6.876620081,-0.12908161
20.92,-6.916223857,-0.129476071
20.94,-6.956064309,-0.129949425
20.96,-6.995746976,-0.130376758
20.98,-7.033930696,-0.130915855
21,-7.074086716,-0.131277444
21.02,-7.111718192,-0.131849413
21.04,-7.149586344,-0.132171556
21.06,-7.189979039,-0.132684356
21.08,-7.224928188,-0.133256324
21.1,-7.265794235,-0.13380857
21.12,-7.3005856,-0.134130713
21.14,-7.340347159,-0.134715831
21.16,-7.378846447,-0.135235204
21.18,-7.419475818,-0.135366692
21.2,-7.45971073,-0.13574143
21.22,-7.498998937,-0.136227932
21.24,-7.536630413,-0.136543501
21.26,-7.575287485,-0.136734157
21.28,-7.613392313,-0.137181213
21.3,-7.651181573,-0.137740033
21.32,-7.688655264,-0.138180515
21.34,-7.72707566,-0.138614422
21.36,-7.76565384,-0.139212688
21.38,-7.802733072,-0.139567703
21.4,-7.840680115,-0.139863549
21.42,-7.878863835,-0.14000161
21.44,-7.916968663,-0.14040922
21.46,-7.959570333,-0.140777384
21.48,-7.99325721,-0.14127046
21.5,-8.030415334,-0.141776686
21.52,-8.068520161,-0.142473567
21.54,-8.109622884,-0.143098131
21.56,-8.142441949,-0.143453146
21.58,-8.179836749,-0.143933073
21.6,-8.216915981,-0.144314386
21.62,-8.253285185,-0.144524765
21.64,-8.288628793,-0.144945524
21.66,-8.324997997,-0.145254518
21.68,-8.361446093,-0.145491195
21.7,-8.399472028,-0.145918528
21.72,-8.436709044,-0.146418179
21.74,-8.478127334,-0.146806066
21.76,-8.512050887,-0.14722025
21.78,-8.549524578,-0.147568691
21.8,-8.586130458,-0.147982875
21.82,-8.629836616,-0.148318167
21.84,-8.670308203,-0.148692905
21.86,-8.707071867,-0.149021623
21.88,-8.74541337,-0.149633037
21.9,-8.784622686,-0.149915735
21.92,-8.821307457,-0.150264175
21.94,-8.857282201,-0.150750677
21.96,-8.891836889,-0.151079395
21.98,-8.928521661,-0.151348943
22,-8.965364217,-0.151723682
22.02,-9.002995692,-0.15214444
22.04,-9.043703955,-0.152525753
22.06,-9.078416427,-0.152880768
22.08,-9.116205686,-0.153202911
22.1,-9.156046137,-0.153577649
22.12,-9.195886588,-0.15392609
22.14,-9.236437067,-0.153965536
22.16,-9.277224221,-0.154327125
22.18,-9.319115864,-0.154649269
22.2,-9.358956315,-0.154872797
22.22,-9.396745574,-0.155037156
22.24,-9.435875997,-0.155622273
22.26,-9.47382304,-0.155944416
22.28,-9.511138948,-0.15626656
22.3,-9.549480451,-0.156661021
22.32,-9.589163118,-0.157140948
22.34,-9.62829354,-0.157449943
22.36,-9.6660828,-0.157719492
22.38,-9.705449899,-0.158074507
22.4,-9.744738105,-0.15850184
22.42,-9.784262988,-0.158791111
22.44,-9.827101334,-0.159264465
22.46,-9.862129374,-0.159534013
